index,intensity,thickness
1085,227.29974,3.6199427
1086,158.40176,2.3595507
1087,222.707,2.9531472
1088,234.88733,3.2280695
1089,134.66809,2.2503805
1090,134.67294,2.1279604
1091,206.537,3.2563558
1092,180.68864,2.9405591
1093,150.39496,2.4054751
1094,153.264,2.4864185
1095,99.228485,1.7253854
1096,121.35486,2.078384
1097,147.97389,2.3009837
1098,148.5054,2.5982606
1099,135.82968,2.2174952
1100,169.9418,2.5145278
1101,164.56667,2.4508617
1102,238.50919,4.036277
1103,198.01474,2.8113523
1104,111.452385,2.0216901
1105,119.96436,1.7690201
1106,94.28566,2.0585806
1107,122.57929,1.9953005
1108,128.69128,1.7012116
1109,101.37407,1.617563
1110,172.38992,2.8207088
1111,100.40346,1.9771155
1112,220.7145,3.231975
1113,185.58783,2.9784687
1114,114.21242,1.9271612
1115,198.33794,2.6442924
1116,166.65082,3.1957371
1117,94.13046,1.7953589
1118,120.84342,2.2350605
1119,164.66821,2.0328035
1120,94.899124,1.9036806
1121,156.27881,2.4123309
1122,105.23211,1.9932173
1123,214.41243,3.1121595
1124,231.61285,3.8085945
1125,105.383,1.7739813
1126,116.39925,1.802065
1127,80.24567,1.4972436
1128,148.72815,2.0954802
1129,181.01736,2.7272012
1130,182.79799,2.3225043
1131,142.27937,2.3226054
1132,122.294556,1.8884399
1133,117.73929,2.1729407
1134,158.07898,2.323465
1135,170.06857,2.5101652
1136,99.38264,1.9668298
1137,214.9054,3.28656
1138,239.17734,3.9905522
1139,161.96643,2.6657286
1140,163.37094,2.7034585
1141,99.43943,1.9138025
1142,210.93283,3.043624
1143,98.6024,1.5765344
1144,118.4085,2.1112406
1145,225.53331,3.4074206
1146,207.09848,2.9514263
1147,134.17255,2.0993466
1148,101.95967,2.0103269
1149,107.247116,2.0096824
1150,243.93974,3.8977733
1151,202.37308,3.2657785
1152,148.07916,2.5274854
1153,175.35822,3.3129103
1154,149.28839,2.44939
1155,106.131424,2.2496355
1156,78.3037,1.4522121
1157,151.45233,1.9401467
1158,221.49648,3.0968695
1159,227.01187,2.9636323
1160,84.553696,1.6920445
1161,206.908,2.979216
1162,191.2656,2.9631844
1163,175.51208,2.80373
1164,111.71883,2.2723694
1165,150.93436,2.5792768
1166,185.86346,2.6243057
1167,197.88461,3.4145932
1168,156.72305,2.375443
1169,132.38542,2.420212
1170,248.24243,4.4875627
1171,121.73993,2.1703393
1172,254.19829,5.11712
1173,104.79232,1.9258713
1174,161.51575,2.1731524
1175,151.71005,2.41134
1176,137.68753,2.426907
1177,226.92569,2.8412585
1178,179.9605,2.7767613
1179,187.55627,2.787847
1180,118.53457,2.5763326
1181,92.488556,1.9356301
1182,89.282455,1.5046694
1183,243.2432,3.8244042
1184,127.11749,1.886899
1185,166.06888,2.6072993
1186,171.58078,2.4988534
1187,92.8022,1.6929376
1188,157.83109,2.522739
1189,238.09398,3.5000308
1190,201.43973,2.688935
1191,172.49278,2.5101848
1192,175.63199,2.4393213
1193,95.76678,1.8627956
1194,120.953545,1.8275987
1195,118.35333,1.7906986
1196,98.925064,1.5898732
1197,96.6584,1.8384446
1198,162.53065,2.196691
1199,152.42657,2.3456447
1200,98.397484,1.9391451
1201,189.37234,2.9594102
1202,174.35501,2.4288998
1203,181.24706,2.6709259
1204,239.71608,3.321414
1205,107.014496,2.1501603
1206,197.2894,2.8638806
1207,218.0406,3.044649
1208,175.83252,2.765035
1209,217.52667,3.259516
1210,134.62085,2.4838815
1211,151.66145,2.1301227
1212,100.19818,2.17447
1213,96.96173,1.9831576
1214,113.85344,2.1502063
1215,190.66792,2.5703635
1216,106.64647,1.8690904
1217,246.25026,4.2319546
1218,200.57024,2.8537548
1219,252.06737,4.54004
1220,205.42384,2.7942338
1221,156.49353,2.6029537
1222,248.04607,4.2003284
1223,145.47281,2.3965204
1224,237.39684,3.5344236
1225,138.92781,2.4447408
1226,238.84029,3.4991994
1227,95.532936,1.9437943
1228,148.87854,2.0176785
1229,93.16838,1.9240134
1230,82.85797,1.7592059
1231,184.60959,2.9923263
1232,204.49683,2.978436
1233,127.4545,2.6330795
1234,161.95123,2.3533247
1235,105.17392,2.22604
1236,164.42831,2.53902
1237,209.9768,3.1558342
1238,231.84776,3.5459023
1239,158.56744,2.194158
1240,232.38913,3.39708
1241,97.87875,1.667968
1242,197.31142,3.3383174
1243,184.80615,2.2478518
1244,140.88177,2.5445387
1245,86.63048,1.5678451
1246,176.3505,2.8136377
1247,153.48413,2.6576424
1248,202.74347,3.1207347
1249,177.92233,2.5750923
1250,249.05147,4.1369
1251,236.44484,3.9552765
1252,192.92392,3.0543215
1253,126.26193,2.6012921
1254,141.07114,2.7177699
1255,92.41248,1.8336333
1256,95.1839,2.1708293
1257,159.80606,2.4625049
1258,100.13168,1.9162486
1259,87.49275,1.5224075
1260,121.25321,2.2280335
1261,132.3287,2.1007457
1262,246.01514,3.8352895
1263,168.70488,2.5774431
1264,183.17152,2.6850522
1265,175.74265,3.0737765
1266,87.27248,1.9309775
1267,140.94644,2.1152503
1268,133.20923,2.299642
1269,184.35236,2.6431632
1270,182.23788,2.7790895
1271,177.66193,2.6423984
1272,191.5719,2.8105793
1273,164.72678,2.6647315
1274,88.9382,1.7705326
1275,97.734856,1.5341899
1276,213.16208,2.8918843
1277,180.75623,2.5042367
1278,214.57034,3.2525325
1279,140.20355,1.9963362
1280,132.86234,2.2961073
1281,167.02576,2.4705882
1282,200.61383,3.3016763
1283,97.32463,2.248783
1284,241.46288,3.1224074
1285,170.81223,2.465103
1286,109.75784,2.0737007
1287,228.73497,3.0811782
1288,125.18401,2.0183423
1289,117.572945,1.9436212
1290,80.60871,1.9590203
1291,150.19714,2.4132364
1292,214.82991,2.9656088
1293,104.145996,1.9924815
1294,130.71011,2.2805226
1295,86.18852,1.7727439
1296,184.13123,2.8825173
1297,117.92761,2.0597105
1298,117.920685,1.9104732
1299,139.8242,2.3819768
1300,90.5155,1.4936492
1301,215.83618,2.9067461
1302,125.43071,2.2316067
1303,224.73807,3.2472892
1304,135.27628,2.1539104
1305,243.52214,3.959559
1306,82.85115,1.7730016
1307,160.03087,2.5309634
1308,127.65428,2.36723
1309,187.46494,2.8128085
1310,172.38095,2.434925
1311,97.80606,1.9928229
1312,227.2124,3.4964004
1313,194.44312,2.6000955
1314,106.62377,1.8480575
1315,119.817276,2.5058427
1316,239.31236,3.6129081
1317,176.91489,2.8393064
1318,197.31471,2.8124454
1319,158.29955,2.3905346
1320,173.0613,2.6604085
1321,221.79352,2.8434114
1322,186.78812,2.492657
1323,168.083,2.4402254
1324,105.98968,2.287192
1325,130.20303,2.1683824
1326,199.94841,2.9402795
1327,191.45465,2.978939
1328,105.59909,1.5430275
1329,76.96283,1.816005
1330,124.16678,1.9541641
1331,226.938,3.4651618
1332,90.77997,1.7778847
1333,172.66101,2.4056048
1334,239.15317,3.7803192
1335,240.87357,3.455331
1336,221.13533,3.2598305
1337,102.614494,1.9212911
1338,215.21005,2.973999
1339,139.36917,1.9027997
1340,144.52913,2.67626
1341,91.03575,1.7536232
1342,222.91649,3.6335237
1343,225.96126,3.5215611
1344,133.16461,2.0107102
1345,99.229294,1.8632196
1346,110.58106,1.7203848
1347,200.27274,3.3637078
1348,240.04471,3.504264
1349,216.52895,2.9015627
1350,209.1405,3.0417955
1351,157.59818,2.646998
1352,113.020905,1.6320568
1353,181.11223,2.8581245
1354,185.61821,2.7722096
1355,225.5774,3.1271675
1356,118.35988,2.470553
1357,174.78464,2.5280263
1358,138.60983,2.129647
1359,169.9006,2.581712
1360,99.68286,1.8063481
1361,211.71089,3.0169787
1362,216.54884,2.929193
1363,157.42628,2.7048457
1364,149.18134,2.2321353
1365,153.07541,2.4350662
1366,189.3259,2.4987283
1367,200.09784,2.1455998
1368,134.65338,2.3865707
1369,218.5124,2.8075814
1370,217.08936,2.94725
1371,213.93391,2.8341875
1372,137.21793,1.9437215
1373,139.32713,2.0204926
1374,118.465515,1.7517271
1375,180.25336,2.9087746
1376,207.54779,2.6660352
1377,214.47342,2.697994
1378,242.31757,3.624295
1379,143.36035,2.476234
1380,134.25595,2.4125628
1381,191.96857,3.048608
1382,163.39714,2.6521373
1383,109.44322,2.3831525
1384,101.15945,1.4342682
1385,181.86798,2.938034
1386,124.046196,2.4406917
1387,190.90468,2.7137923
1388,101.96437,1.8328124
1389,108.82508,1.6042901
1390,119.41909,2.1006293
1391,78.461876,1.3196772
1392,155.93016,2.3765159
1393,230.69566,3.281936
1394,104.98172,2.2743163
1395,141.58096,2.1851707
1396,122.71009,2.2973433
1397,177.63737,2.3476644
1398,235.33879,3.4529934
1399,167.30325,2.6271794
1400,181.99667,2.648374
1401,101.680214,2.3137996
1402,179.04556,2.4382918
1403,234.66736,3.8262475
1404,165.42462,2.2987342
1405,159.08038,2.7866817
1406,121.38022,2.3172603
1407,198.86761,2.8074226
1408,251.34763,4.1762133
1409,107.464806,1.6179572
1410,128.45877,2.5358737
1411,194.90973,2.6253476
1412,81.41943,1.674794
1413,84.52409,1.6789069
1414,169.90332,2.6920054
1415,109.25965,1.854142
1416,217.3418,2.5302198
1417,227.15625,3.18728
1418,189.87372,2.849528
1419,137.37546,2.2344232
1420,123.2681,2.1643214
1421,181.43921,2.782337
1422,230.17943,3.1005073
1423,219.31273,3.223929
1424,126.95006,1.9240499
1425,101.99269,1.7596825
1426,185.42899,2.6498466
1427,206.32863,2.939042
1428,227.01747,3.1491697
1429,107.00726,1.9944316
1430,95.30249,1.7004802
1431,223.94485,3.2510686
1432,128.72672,2.2475405
1433,166.10052,2.7017968
1434,115.81082,2.2816281
1435,176.67798,2.5316434
1436,122.89363,1.9234779
1437,246.8806,4.0687175
1438,101.614914,2.1404562
1439,155.96654,2.4867148
1440,151.31042,2.1047223
1441,166.44492,2.5921946
1442,125.951256,2.045207
1443,243.09445,3.6413455
1444,145.74329,2.6134648
1445,191.76727,3.188565
1446,204.2495,2.9057693
1447,104.64961,2.0936058
1448,162.8549,2.5927129
1449,171.7439,2.8659663
1450,134.9213,2.243118
1451,132.05267,2.0455272
1452,161.9235,2.324598
1453,233.41069,3.40816
1454,134.16719,2.1085064
1455,101.6015,1.5581343
1456,174.01978,2.862511
1457,173.02628,3.2567954
1458,104.56106,1.8130577
1459,223.9938,3.4946647
1460,228.29256,3.4713972
1461,148.45921,2.7497013
1462,146.83124,2.2979672
1463,199.30348,3.1315842
1464,89.36543,1.7186545
1465,128.44849,2.5773282
1466,150.85934,2.740905
1467,128.39474,2.5688887
1468,177.72784,2.5364301
1469,110.97717,2.2916958
1470,227.10558,3.2038407
1471,200.09773,2.6476636
1472,242.80977,3.6249127
1473,73.363945,1.1983633
1474,127.43675,2.2023883
1475,249.67905,4.287963
1476,138.46826,2.3334563
1477,82.95673,1.596019
1478,87.54053,1.5054144
1479,218.62158,3.6942987
1480,108.6142,1.8187251
1481,216.07785,3.5095074
1482,190.25006,2.7868714
1483,129.53952,2.294058
1484,154.61224,2.5360625
1485,81.671295,1.5701087
1486,180.42245,2.4766347
1487,104.47927,1.9359109
1488,169.49948,3.1382089
1489,133.71724,2.0563736
1490,148.54376,2.745537
1491,158.48743,2.6106417
1492,108.86642,1.9629097
1493,169.48792,2.6316886
1494,228.43312,3.5668745
1495,205.3256,3.0697198
1496,169.56277,2.7598825
1497,118.930855,1.6718237
1498,103.40465,2.3324285
1499,177.01065,2.6538408
1500,220.76274,3.2386136
1501,117.12028,2.1614416
1502,112.33887,1.9817297
1503,237.65384,3.4787583
1504,217.09383,3.0487504
1505,160.14742,2.3410382
1506,169.53806,2.3546305
1507,140.01317,2.025322
1508,103.98175,1.6453655
1509,172.67238,2.883149
1510,84.16342,1.2996087
1511,241.29707,3.6430476
1512,233.07838,3.472579
1513,249.44682,4.4692893
1514,180.04257,2.6795022
1515,130.98894,2.372628
1516,91.19834,2.1742642
1517,129.58118,2.0315485
1518,156.3696,2.2913036
1519,191.98154,2.7983902
1520,115.75902,2.388849
1521,204.49768,2.5642152
1522,142.53262,2.1913319
1523,94.05332,1.6801537
1524,215.95143,2.8418665
1525,111.25894,1.6858647
1526,198.68408,3.0950012
1527,216.70953,2.6861858
1528,199.0872,3.2745028
1529,167.02518,2.4865432
1530,99.51139,1.8215332
1531,87.43707,1.5649378
1532,111.474075,1.8206675
1533,238.25504,3.9422746
1534,135.46382,2.3389173
1535,89.87606,1.9162953
1536,90.98383,1.967659
1537,88.863815,1.6218573
1538,188.77046,2.6354473
1539,72.90569,1.6902049
1540,184.76299,2.278193
1541,215.79567,3.108719
1542,165.56326,2.217187
1543,247.38583,3.8303413
1544,92.17381,1.7900952
1545,124.651794,2.3389215
1546,97.62113,1.9565203
1547,111.0084,1.6956698
1548,144.5487,2.648068
1549,177.9997,2.701738
1550,223.60435,3.239314
1551,193.71893,2.6806571
1552,79.88898,1.4618679
1553,119.55301,1.9235548
1554,150.47183,2.6024344
1555,208.61456,2.9436402
1556,129.12811,2.0042071
1557,134.34544,1.9878416
1558,236.63719,3.1822312
1559,120.98743,2.0735552
1560,132.06656,1.9264599
1561,167.65211,2.5424447
1562,88.58707,1.6062543
1563,110.21122,1.8265178
1564,110.22685,2.0163631
1565,238.38605,3.57538
1566,177.82208,2.5553918
1567,210.72679,2.6800015
1568,98.36009,1.8397027
1569,128.82614,2.383131
1570,171.96417,2.4570398
1571,200.80264,3.0635643
1572,125.55728,2.1046605
1573,229.85698,3.308664
1574,211.56396,3.0734406
1575,129.99548,1.8861309
1576,143.26254,2.3834262
1577,227.91898,3.2574873
1578,165.79736,2.7480175
1579,134.76712,1.9220955
1580,82.12948,1.3251529
1581,194.97157,2.5081956
1582,92.79995,2.0357664
1583,110.138504,1.9758078
1584,229.6288,3.232077
1585,128.944,2.1018052
1586,156.6339,2.8027637
1587,141.6868,2.4824615
1588,162.85101,2.3708932
1589,119.712555,2.021082
1590,110.23357,1.9560206
1591,86.79748,1.4437382
1592,117.400826,2.4236588
1593,211.31909,3.1422615
1594,88.25293,1.7728171
1595,75.96068,1.576563
1596,194.4733,2.5395226
1597,157.62714,2.5947938
1598,155.1022,2.4826927
1599,210.12158,3.2176728
1600,132.48715,2.1051214
1601,244.74841,3.2474892
1602,241.91743,3.512801
1603,157.05109,2.4676256
1604,101.22017,1.768389
1605,169.97952,2.3708034
1606,88.92099,1.7379663
1607,246.48558,3.8135448
1608,99.85547,1.9830148
1609,232.41083,3.4241989
1610,233.98329,2.802588
1611,188.25883,2.9645767
1612,165.75195,2.510274
1613,180.64175,2.580463
1614,228.56323,3.697705
1615,112.11044,1.8955189
1616,117.522964,2.1176155
1617,225.33595,2.8181763
1618,86.2916,1.5651953
1619,195.20288,2.656927
1620,167.84515,2.6256626
1621,159.83182,2.642924
1622,144.71875,1.988499
1623,139.90253,2.2049427
1624,126.46898,2.260854
1625,145.75824,2.0703614
1626,233.6163,3.0904565
1627,175.7583,2.668988
1628,190.96515,2.8043094
1629,131.06274,1.9908203
1630,193.06374,2.7814536
1631,197.42792,2.611568
1632,224.46985,3.1346087
1633,119.41582,2.0129113
1634,168.42319,2.7508917
1635,246.55515,3.5050318
1636,198.14563,3.1788425
1637,142.4793,2.6758623
1638,230.54378,3.194029
1639,231.21071,2.9746854
1640,250.75171,4.1919546
1641,244.26819,4.1782994
1642,163.6135,1.9776275
1643,150.84747,2.4362795
1644,229.10335,3.1888874
1645,183.19627,2.9785194
1646,144.53418,2.35424
1647,227.92822,3.4903893
1648,119.08513,2.1794584
1649,230.93504,3.5144987
1650,221.1901,3.0081582
1651,168.51115,2.2746215
1652,95.94897,1.6308123
1653,109.35975,1.7207253
1654,182.01917,2.4328575
1655,201.981,2.7252789
1656,200.63718,2.791422
1657,140.90533,2.4126039
1658,115.95101,2.5003397
1659,195.75482,2.6393216
1660,186.77628,2.800134
1661,119.94998,2.0401905
1662,139.39493,2.1868117
1663,205.15521,3.070602
1664,185.83908,2.8741183
1665,149.16705,2.414103
1666,185.2834,2.8695238
1667,104.365616,1.4780085
1668,188.99997,2.7502718
1669,97.000824,1.8817253
1670,95.055244,1.6006595
1671,105.17847,1.7203581
1672,169.55676,2.3952782
1673,127.222664,2.2396083
1674,175.6561,2.4974504
1675,130.41452,2.26314
1676,108.17284,2.2849004
1677,247.66373,4.151898
1678,131.21344,2.081471
1679,190.45517,2.741436
1680,88.58321,1.6238878
1681,139.35922,2.5842671
1682,230.0301,3.5707998
1683,238.64189,3.4510078
1684,122.52,1.9402194
1685,138.88182,2.7010694
1686,147.51974,2.7037015
1687,90.25452,1.9070385
1688,231.44408,3.5625937
1689,112.66256,1.7806184
1690,194.78296,2.9613764
1691,148.89789,2.4267147
1692,121.4525,1.7891806
1693,238.66042,3.655901
1694,129.56866,2.3945785
1695,76.054596,1.2788295
1696,199.71555,2.5321288
1697,74.41106,1.649248
1698,116.664444,2.239177
1699,192.15361,2.779814
1700,92.49871,1.6353853
1701,126.797775,2.0191314
1702,181.80394,2.876098
1703,148.64484,2.5218568
1704,216.2826,2.8821323
1705,170.95477,2.1006522
1706,89.96408,1.76982
1707,132.15999,2.3049536
1708,102.25888,2.2302337
1709,166.01868,2.7061298
1710,131.80052,1.8162593
1711,162.20541,2.7315025
1712,98.1998,1.477018
1713,164.55203,2.3974507
1714,144.70776,2.5087328
1715,206.58882,2.635364
1716,236.97862,3.39638
1717,107.88819,1.8842154
1718,170.44073,2.088124
1719,159.47748,2.4320276
1720,137.94525,2.1729379
1721,101.91815,1.9972794
1722,216.68205,3.1019406
1723,207.60182,2.8313875
1724,148.65681,2.478701
1725,117.70865,2.0936403
1726,154.1168,2.0584066
1727,106.41042,1.5362302
1728,105.092926,1.9077246
1729,175.53394,2.2644396
1730,169.92398,2.6791873
1731,141.49011,1.9980572
1732,218.41156,2.6707132
1733,185.633,2.7049365
1734,147.57654,2.204905
1735,236.14114,3.5014007
1736,217.51842,3.1077504
1737,126.309784,1.9311712
1738,199.35138,2.731943
1739,118.05548,1.891997
1740,103.74657,1.8176601
1741,245.79553,3.685886
1742,174.81451,2.479652
1743,136.39041,2.193277
1744,189.6708,3.032143
1745,148.21054,2.3526485
1746,83.85698,1.6602108
1747,74.60968,1.5364981
1748,244.7845,3.5370517
1749,167.31622,2.7130573
1750,184.06409,2.7433467
1751,76.76237,1.4425359
1752,134.77527,1.942511
1753,119.76636,2.1272905
1754,119.08902,2.0202956
1755,140.0391,2.461863
1756,199.26297,2.8460362
1757,179.07956,2.6008816
1758,247.97574,3.714721
1759,204.27289,2.9393597
1760,86.669044,1.7622782
1761,168.91455,2.9990845
1762,205.87921,3.0570788
1763,163.93106,2.4075246
1764,185.71492,2.8561227
1765,121.29807,2.0715826
1766,88.63666,1.7216823
1767,110.42284,2.3622606
1768,182.45624,2.836083
1769,181.93546,2.4011774
1770,134.52475,2.1246557
1771,143.0834,2.1828187
1772,88.54219,1.7315679
1773,143.67404,2.3387222
1774,133.27548,2.677244
1775,236.01067,3.2343588
1776,85.16028,1.2508917
1777,110.083565,2.0365438
1778,138.38223,2.1365871
1779,123.09729,2.4807527
1780,109.630035,1.5022651
1781,135.31262,2.3977237
1782,161.34581,2.7738175
1783,243.45616,3.9767132
1784,210.89725,3.3001995
1785,85.15158,1.7376413
1786,152.62155,2.571752
1787,148.58821,2.1712189
1788,114.65503,2.1674845
1789,111.63855,1.6649106
1790,149.60318,2.2513134
1791,113.024925,1.9554019
1792,101.336044,1.4834381
1793,113.50067,1.7776301
1794,164.7692,2.2406802
1795,137.33437,2.2058716
1796,193.09114,2.5295227
1797,188.47195,2.840804
1798,198.98726,2.706815
1799,128.92441,2.0673692
1800,102.7307,1.975054
1801,107.28121,1.7023668
1802,247.59874,3.5861437
1803,201.34111,2.9616992
1804,77.472786,1.4618471
1805,194.31723,2.641541
1806,83.77237,1.6169302
1807,233.0476,3.2899785
1808,136.86557,1.8927454
1809,114.71596,1.9763231
1810,216.05031,3.3608036
1811,179.82819,2.207151
1812,158.09119,2.4578366
1813,133.00958,2.244933
1814,166.2553,2.8741338
1815,231.36035,3.9323401
1816,176.27405,2.5904572
1817,118.115036,2.054673
1818,228.72368,3.2116144
1819,243.3085,3.6264174
1820,136.98053,2.1784234
1821,167.43124,2.1289058
1822,133.04987,2.1492789
1823,144.47235,2.125836
1824,164.59015,2.2121208
1825,125.09659,2.363723
1826,251.92691,4.497436
1827,149.20883,2.3846884
1828,135.2162,1.9841834
1829,197.28555,2.8576336
1830,107.78836,2.0075598
1831,174.94843,2.6147494
1832,188.64392,3.141471
1833,202.839,2.8470492
1834,151.67401,2.3691602
1835,134.02705,1.9862953
1836,193.67381,3.0427916
1837,175.65942,2.3932652
1838,187.67981,3.5748706
1839,95.0267,1.9536849
1840,207.94447,3.0015814
1841,187.43376,3.1466298
1842,136.21356,2.63639
1843,139.66376,2.3648016
1844,212.7132,2.7975545
1845,95.37763,1.852597
1846,229.67494,3.4638138
1847,199.31648,2.2796807
1848,167.87389,2.3768578
1849,165.78598,2.2446342
1850,132.0636,2.1147542
1851,97.50214,1.9325837
1852,251.1271,4.4718366
1853,146.93115,2.6539307
1854,132.06133,2.3999004
1855,138.78061,2.1224365
1856,203.93124,3.2040298
1857,142.28146,2.5505366
1858,241.62239,3.7660663
1859,243.03845,3.2416828
1860,113.09244,2.1209235
1861,169.45581,2.4457688
1862,209.50198,3.0117402
1863,217.07336,2.853763
1864,121.9212,1.7189304
1865,120.2968,2.241734
1866,99.28054,1.9206303
1867,102.083206,1.8109398
1868,90.26926,1.5839612
1869,93.95322,2.133889
1870,152.08627,2.6937852
1871,171.72682,2.6103125
1872,140.29599,2.64757
1873,209.04988,3.1437695
1874,114.16302,2.0859225
1875,155.31801,2.3747115
1876,225.41139,3.220226
1877,196.11348,3.0333753
1878,142.11243,2.7770247
1879,161.99533,2.4246361
1880,230.12555,3.0980358
1881,207.98105,2.8816597
1882,186.98933,2.3135571
1883,217.35693,3.2385964
1884,108.68089,2.401585
1885,183.35178,2.9071302
1886,159.5282,2.1928449
1887,77.57041,1.5134873
1888,170.88458,2.6299596
1889,198.41557,2.54839
1890,126.21222,2.460585
1891,129.5417,2.2368436
1892,186.85127,2.4230871
1893,239.21722,3.7348208
1894,79.67196,1.4066422
1895,247.05617,3.9887085
1896,110.72304,2.28941
1897,154.80408,2.4084282
1898,108.83604,1.9648973
1899,198.0709,2.8446012
1900,128.73569,2.3818104
1901,94.88696,2.0138755
1902,219.67502,3.1446037
1903,105.7975,2.091135
1904,142.54259,2.4435277
1905,113.89851,2.3433328
1906,129.42038,2.0521638
1907,157.98846,2.4967191
1908,182.2392,2.7971785
1909,182.6532,2.9528618
1910,109.05653,1.4934376
1911,195.27754,2.8057
1912,160.73276,2.4339676
1913,229.97704,3.5669513
1914,150.70189,2.575335
1915,206.94992,2.7903547
1916,86.84146,1.5427552
1917,168.64465,2.2705483
1918,85.44364,1.5219432
1919,79.06793,1.1512883
1920,240.1619,3.6150131
1921,134.36826,2.1825109
1922,113.93236,2.1423814
1923,136.16803,2.2586226
1924,223.84232,3.3219225
1925,154.97049,2.3954663
1926,226.48155,3.4601767
1927,251.04092,4.2517104
1928,185.20502,2.7717967
1929,171.56577,2.7739487
1930,72.88092,1.2402672
1931,132.1438,2.0931091
1932,110.97827,2.1320279
1933,206.92307,2.9957733
1934,208.95204,2.8853836
1935,192.56929,2.539894
1936,123.90271,2.1854887
1937,123.48175,1.98518
1938,226.37096,3.0482213
1939,111.82721,1.9647079
1940,103.24736,1.7574565
1941,159.35013,2.2195745
1942,148.63928,2.618973
1943,245.92702,3.8610241
1944,175.70105,2.384792
1945,94.629135,1.6738845
1946,133.15747,2.3756325
1947,244.66725,3.77462
1948,78.21634,1.4418793
1949,222.25967,3.4815643
1950,167.93036,2.5982556
1951,187.54108,2.1136403
1952,118.25778,2.1892076
1953,231.59314,3.1658807
1954,209.11949,2.8540175
1955,86.68918,1.505134
1956,242.65036,3.627439
1957,214.50044,3.1974845
1958,145.17763,2.7586334
1959,109.65805,2.0916884
1960,100.16995,1.7096342
1961,138.81746,2.3241568
1962,194.18248,2.8004508
1963,104.54394,2.1204638
1964,102.615234,1.7496861
1965,219.9501,3.6398711
1966,139.76959,2.4120562
1967,169.57643,2.5940535
1968,148.90474,2.7766085
1969,77.24162,1.544439
1970,171.97664,2.2748518
1971,128.07141,2.0922663
1972,92.3233,1.8232777
1973,97.452805,1.7655456
1974,141.07489,2.1031473
1975,145.27798,2.5557666
1976,183.7875,2.6980047
1977,211.78914,2.8666308
1978,173.12396,2.664738
1979,204.30624,2.920647
1980,120.40913,2.2587278
1981,159.17224,2.3184738
1982,146.90079,2.337318
1983,164.02623,2.8680043
1984,134.13376,2.0644884
1985,207.33435,3.0485735
1986,220.64676,3.3323333
1987,141.75851,2.3598418
1988,191.85721,2.5877116
1989,100.64607,2.36498
1990,175.38797,3.0071392
1991,218.6656,3.0950046
1992,148.36926,2.5424237
1993,171.5137,2.9192128
1994,188.54669,2.6832955
1995,122.88003,2.2035666
1996,164.75232,2.9361079
1997,198.63016,2.9285738
1998,201.81895,2.8001063
1999,109.22401,1.9383003
2000,143.91565,2.476832
2001,145.2742,2.037641
2002,174.59518,2.7838404
2003,153.3722,2.5878723
2004,116.02072,2.236966
2005,192.07666,2.7068315
2006,151.4013,1.9692729
2007,117.72889,2.103495
2008,162.82285,2.673963
2009,145.60812,2.0174963
2010,216.93372,2.388307
2011,146.6724,2.253353
2012,210.95119,2.6992092
2013,216.9054,3.3738964
2014,218.16321,3.4224305
2015,75.88195,1.3295693
2016,113.37355,2.071704
2017,245.251,3.5944731
2018,134.4632,2.0347388
2019,160.77074,2.395367
2020,107.83773,1.7133616
2021,88.95737,1.5013007
2022,142.37762,2.5720632
2023,197.49724,2.870049
2024,147.2528,2.667472
2025,194.23456,2.910589
2026,78.58452,1.4586774
2027,168.7125,2.5113215
2028,191.88765,2.7049322
2029,144.12271,2.913572
2030,174.97604,2.8502464
2031,115.94769,2.1076012
2032,104.14043,1.8754973
2033,236.41122,3.5295236
2034,222.55002,3.5653558
2035,130.84518,2.472487
2036,223.74014,3.333741
2037,241.2077,3.7628617
2038,207.27847,3.0960016
2039,216.28127,2.775101
2040,222.8054,3.1297104
2041,217.19159,3.088007
2042,189.6819,2.3871362
2043,167.89972,2.8848963
2044,184.02158,2.701183
2045,166.55476,2.284053
2046,220.72356,3.0084147
2047,138.79756,2.2314758
2048,112.27542,1.9498829
2049,190.43257,2.441456
2050,129.60641,2.3527074
2051,136.64273,2.411777
2052,236.5254,3.4944263
2053,82.40997,1.347041
2054,144.24854,2.521832
2055,88.05291,1.9294912
2056,101.666504,1.5514128
2057,213.96782,3.0532033
2058,204.69926,2.7754626
2059,138.82047,1.9804269
2060,253.30638,4.9051924
2061,131.52701,2.005393
2062,225.2286,2.9152887
2063,165.95775,2.223584
2064,137.88638,2.2399163
2065,112.07068,1.3871125
2066,170.06143,3.0564685
2067,145.28888,2.6730285
2068,165.96132,2.6102796
2069,122.95442,1.8065785
2070,225.5296,3.7433827
2071,163.76765,2.2093575
2072,115.89668,2.528392
2073,124.69113,2.3613079
2074,131.60512,2.0886722
2075,149.93185,2.459361
2076,127.28438,2.1900156
2077,121.32549,2.3295338
2078,218.44507,3.3260133
2079,165.01898,2.5030055
2080,168.6058,2.4451032
2081,225.70888,3.1530917
2082,170.7886,2.141358
2083,219.96194,3.2886806
2084,136.47076,2.3202567
2085,141.09514,2.4607763
2086,144.99597,2.2620363
2087,210.30154,2.7538724
2088,114.78703,2.1575131
2089,145.06567,2.431026
2090,145.9983,2.5557082
2091,174.26462,2.5666556
2092,108.025635,1.8828859
2093,236.29697,3.4914474
2094,141.03546,2.0552692
2095,139.31262,2.1039574
2096,192.28375,2.867223
2097,215.27763,2.8206623
2098,218.66547,2.6567512
2099,138.84216,2.3529959
